feature,correct_mean,incorrect_mean,raw_gap,feature_std,standardized_gap,abs_standardized_gap,n_correct,n_incorrect
team2_balance_pre,76.33294455877935,67.00574204376883,9.327202515010512,44.129315795749946,0.2113606872624299,0.2113606872624299,18,9
team2_elo_std_pre,38.16647227938967,33.50287102188442,4.663601257505256,22.064657897874973,0.2113606872624299,0.2113606872624299,18,9
p3_corner_win_rate_pre,0.46390665471469616,0.4399346205324466,0.02397203418224958,0.11374956689029296,0.2107439600659726,0.2107439600659726,18,9
team2_max_elo_pre,1539.2690219314618,1548.0616883730245,-8.792666441562687,43.59566146782614,-0.20168673087003688,0.20168673087003688,18,9
team2_avg_point_diff_pre,-0.22209318456595029,-0.015490465988205089,-0.2066027185777452,1.1741499724283058,-0.17595939482114195,0.17595939482114195,18,9
specialization_gap_pre,0.007232970842789137,-0.0009314320410555052,0.008164402883844643,0.04662360004978955,0.17511309455138258,0.17511309455138258,18,9
team1_specialization_pre,0.2306462500367647,0.2265200823768559,0.004126167659908808,0.024208300884899624,0.17044433145172042,0.17044433145172042,18,9
team2_specialization_pre,0.2234132791939756,0.22745151441791137,-0.00403823522393576,0.02486697367288907,-0.162393513463136,0.162393513463136,18,9
team2_ts_balance_pre,5.796045884728817,5.316101128279499,0.479944756449318,3.043934893679437,0.15767247763606798,0.15767247763606798,18,9
team1_balance_pre,92.01834749931297,87.68821181629271,4.330135683020259,46.654324094816545,0.09281316934781941,0.09281316934781941,18,9
team1_elo_std_pre,46.00917374965648,43.844105908146354,2.1650678415101297,23.327162047408272,0.09281316934781941,0.09281316934781941,18,9
team2_ts_sigma_pre,1.7038360350105934,1.7121732450284428,-0.008337210017849372,0.16754713647228173,-0.04976038500800427,0.04976038500800427,18,9
team2_games_played_pre,72.02777777777777,71.61111111111111,0.4166666666666572,11.486169891022511,0.036275509645066296,0.036275509645066296,18,9
team2_ts_momentum_pre,0.010573817111141755,0.0052211242578283175,0.005352692853313437,0.20077346515168884,0.026660359969726866,0.026660359969726866,18,9
